User,Krzysztof Kubicz,,Metabolic Load (ML),169.0
Date,2025-31-12,,Biomechanics Load (BL),0.0
Start Time,12:22:28,,ML/Duration,1.27
Duration,00:02:21:19,,BL/Duration],0.0
Activity Type,Normal Activity,,ML/BL,
Sport,Bike,,Avg BR,33.0
,,,Avg VT,238.0
Total Distance [km],80.0,,Avg VE,76.6
Elevation [m],,,Avg HR,136.0
Climb [m],,,Avg Power,
Descent [m],,,Avg Bike Power,281.0

Time,BR,VT,VE,HR,Power,Bike Power,Speed,Elevation,Cumulative Distance,External Heart Rate,External Bike Power,External Cadence,External Speed,Protocol Grade,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,Equivalent 0% Grade Speed,Ground Contact Time,Air Time,VE 15 sec sum,,Breath by breath time,BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed
23.0,,,,109.0,,225.0,19.75,,211.8,,,,,,,,,,,,,,,57.438,27.8,34.0,241.0,202.2,67.0,61.8,,
24.0,,,,109.0,,225.0,19.75,,220.7,,,,,,,,,,,,,,,58.728,37.5,32.6,102.0,198.2,38.0,60.8,,
25.0,,,,109.0,,223.0,19.75,,229.5,,,,,,,,,,,,,,,59.988,50.0,32.6,275.0,201.2,138.0,63.8,,
26.0,,,,110.0,,223.0,19.75,,238.3,,,,,,,,,,,,,,,63.888,42.9,37.7,403.0,208.6,173.0,67.8,,
27.0,,,,110.0,,225.0,19.75,,247.2,,,,,,,,,,,,,,,65.448,31.2,37.2,183.0,207.7,57.0,67.4,,
28.0,,,,111.0,,224.0,19.75,,256.0,,,,,,,,,,,,,,,67.008,41.7,40.7,166.0,206.3,69.0,67.5,,
29.0,13.33,172.7,36.53,112.0,,225.0,19.75,,264.8,,,,,,,,,,,,,,,68.89800000000001,32.6,39.0,178.0,205.3,58.0,67.2,,
30.0,13.66,173.1,36.92,113.0,,224.0,19.75,,273.6,,,,,,,,,,,,,,,72.888,20.8,35.2,178.0,204.5,37.0,66.2,,
31.0,13.99,173.5,37.3,114.0,,224.0,19.75,,282.5,,,,,,,,,,,,,,,75.378,16.5,28.2,178.0,203.6,29.0,65.0,,
32.0,14.32,173.9,37.69,115.0,,225.0,19.75,,291.3,,,,,,,,,,,,,,,76.938,18.4,23.9,172.0,202.7,32.0,64.0,,
33.0,14.65,174.3,38.08,115.0,,224.0,19.75,,300.1,,,,,,,,,,,,,,,78.618,36.6,23.9,219.0,203.1,80.0,64.5,,
34.0,14.99,174.7,38.46,115.0,,223.0,19.75,,308.9,,,,,,,,,,,,,,,82.27799999999999,37.0,25.3,299.0,205.9,111.0,65.8,,
35.0,15.49,175.3,39.05,116.0,,226.0,19.75,,317.8,,,,,,,,,,,,,,,83.778,22.7,25.9,318.0,209.0,72.0,66.0,,
36.0,16.03,176.0,39.68,116.0,,228.0,19.75,,326.6,,,,,,,,,,,,,,,86.44800000000001,26.3,28.5,291.0,211.2,77.0,66.3,,
37.0,16.57,176.7,40.31,117.0,,223.0,19.75,,335.4,,,,,,,,,,,,,,,88.518,26.3,29.7,249.0,212.2,65.0,66.3,,
38.0,17.18,177.5,41.03,116.0,,223.0,19.75,,344.2,,,,,,,,,,,,,,,91.60799999999999,22.4,25.1,249.0,213.2,56.0,66.0,,
39.0,17.88,178.3,41.85,116.0,,223.0,19.75,,353.1,,,,,,,,,,,,,,,94.008,22.4,23.8,238.0,213.8,53.0,65.7,,
40.0,18.59,179.2,42.67,116.0,,223.0,19.75,,361.9,,,,,,,,,,,,,,,97.008,20.5,23.7,346.0,217.0,71.0,65.8,,
41.0,19.62,180.5,43.88,116.0,,224.0,19.75,,370.7,,,,,,,,,,,,,,,98.778,29.4,23.7,205.0,216.7,60.0,65.7,,
42.0,20.67,181.8,45.11,116.0,,222.0,19.75,,379.6,,,,,,,,,,,,,,,102.018,20.5,21.8,237.0,217.2,49.0,65.3,,
43.0,21.6,183.0,46.19,116.0,,222.0,19.75,,388.4,,,,,,,,,,,,,,,103.75800000000001,28.8,23.9,248.0,217.9,72.0,65.4,,
44.0,22.52,184.1,47.27,117.0,,224.0,19.75,,397.2,,,,,,,,,,,,,,,107.448,18.5,23.3,379.0,221.5,70.0,65.5,,
45.0,23.41,185.2,48.31,118.0,,225.0,19.75,,406.0,,,,,,,,,,,,,,,111.744,13.8,22.6,374.0,224.8,51.0,65.2,,
46.0,24.34,186.4,49.4,118.0,,226.0,19.75,,414.9,,,,,,,,,,,,,,,115.398,17.0,18.7,438.0,229.3,75.0,65.4,,
47.0,25.46,187.8,50.71,118.0,,224.0,19.75,,423.7,,,,,,,,,,,,,,,117.888,20.8,18.8,282.0,230.4,59.0,65.3,,
48.0,26.32,189.2,52.03,118.0,,223.0,19.75,,432.5,,,,,,,,,,,,,,,119.538,34.1,18.8,263.0,231.1,90.0,65.8,,
49.0,26.97,190.6,53.37,117.0,,223.0,19.75,,441.4,,,,,,,,,,,,,,,122.598,21.4,19.8,376.0,234.0,80.0,66.1,,
50.0,27.18,191.1,53.86,117.0,,223.0,19.75,,450.2,,,,,,,,,,,,,,,124.458,29.4,23.9,209.0,233.5,61.0,66.0,,
51.0,27.38,191.7,54.35,117.0,,225.0,19.75,,459.0,,,,,,,,,,,,,,,125.92800000000001,35.7,28.3,167.0,232.2,60.0,65.9,,
52.0,27.58,192.2,54.84,118.0,,224.0,19.75,,467.8,,,,,,,,,,,,,,,127.458,44.1,33.1,244.0,232.4,108.0,66.7,,
53.0,27.78,192.7,55.33,118.0,,225.0,19.75,,476.6,,,,,,,,,,,,,,,130.578,39.5,34.9,368.0,234.9,145.0,68.1,,
54.0,28.12,193.6,56.21,119.0,,226.0,19.75,,485.5,,,,,,,,,,,,,,,132.288,29.4,34.9,203.0,234.4,60.0,68.0,,
55.0,28.54,194.8,57.31,118.0,,224.0,19.75,,494.3,,,,,,,,,,,,,,,134.148,33.3,36.2,184.0,233.5,61.0,67.8,,
56.0,29.05,196.2,58.62,118.0,,224.0,19.75,,503.1,,,,,,,,,,,,,,,137.748,17.9,34.1,334.0,235.2,60.0,67.7,,
57.0,29.61,197.7,59.98,119.0,,224.0,19.75,,512.0,,,,,,,,,,,,,,,139.488,29.4,30.7,166.0,234.0,49.0,67.4,,
58.0,30.25,199.0,61.25,119.0,,222.0,19.75,,520.8,,,,,,,,,,,,,,,141.018,37.5,30.7,244.0,234.2,91.0,67.8,,
59.0,30.77,200.1,62.25,120.0,,222.0,19.75,,529.6,,,,,,,,,,,,,,,144.58800000000002,20.0,27.6,368.0,236.4,74.0,67.9,,
60.0,31.17,200.9,63.0,120.0,,224.0,19.75,,538.4,,,,,,,,,,,,,,,147.108,21.1,23.5,268.0,237.0,57.0,67.7,,
61.0,31.57,201.7,63.75,120.0,,224.0,19.75,,547.3,,,,,,,,,,,,,,,149.268,26.3,25.6,246.0,237.1,65.0,67.7,,
62.0,31.92,202.5,64.55,121.0,,224.0,19.75,,556.1,,,,,,,,,,,,,,,151.21800000000002,30.6,26.0,264.0,237.5,81.0,67.9,,
63.0,32.25,203.4,65.36,121.0,,224.0,19.75,,564.9,,,,,,,,,,,,,,,154.368,20.5,22.7,378.0,239.7,78.0,68.0,,
64.0,32.57,204.1,66.14,121.0,,224.0,19.75,,573.8,,,,,,,,,,,,,,,158.56799999999998,14.7,22.7,413.0,242.4,61.0,67.9,,
65.0,32.89,202.2,66.51,121.0,,225.0,19.75,,582.6,,,,,,,,,,,,,,,160.698,24.6,23.8,260.0,242.7,64.0,67.9,,
66.0,33.06,201.5,66.79,121.0,,224.0,19.7,,591.4,,,,,,,,,,,,,,,162.858,28.3,24.5,220.0,242.3,62.0,67.8,,
67.0,33.08,201.9,66.97,121.0,,223.0,19.7,,600.2,,,,,,,,,,,,,,,166.548,17.6,20.9,370.0,244.2,65.0,67.7,,
68.0,33.1,202.3,67.16,121.0,,224.0,19.7,,609.0,,,,,,,,,,,,,,,168.408,26.8,23.0,172.0,243.1,46.0,67.4,,
69.0,33.02,202.1,67.15,121.0,,222.0,19.7,,617.8,,,,,,,,,,,,,,,169.96800000000002,35.7,26.6,192.0,242.4,69.0,67.4,,
70.0,32.94,202.1,67.39,121.0,,223.0,19.75,,626.6,,,,,,,,,,,,,,,171.858,35.7,30.3,156.0,241.2,56.0,67.3,,
71.0,32.92,203.0,68.5,121.0,,225.0,19.75,,635.5,,,,,,,,,,,,,,,175.578,35.7,32.7,156.0,240.0,56.0,67.1,,
72.0,33.02,206.0,69.81,121.0,,226.0,19.75,,644.3,,,,,,,,,,,,,,,177.52800000000002,25.9,32.7,151.0,238.8,39.0,66.7,,
73.0,33.09,208.7,70.8,122.0,,226.0,19.75,,653.1,,,,,,,,,,,,,,,182.838,20.5,32.4,352.0,240.3,72.0,66.8,,
74.0,33.11,210.6,71.04,121.0,,225.0,19.75,,662.0,,,,,,,,,,,,,,,184.488,16.6,27.4,149.0,239.1,25.0,66.3,,
75.0,33.13,212.5,71.28,121.0,,223.0,19.75,,670.8,,,,,,,,,,,,,,,186.048,38.5,27.4,195.0,238.5,75.0,66.4,,
76.0,33.18,214.6,71.58,121.0,,225.0,19.75,,679.6,,,,,,,,,,,,,,,188.088,31.9,26.1,195.0,238.0,62.0,66.3,,
77.0,33.53,218.7,72.58,121.0,,223.0,19.75,,688.4,,,,,,,,,,,,,,,189.948,30.0,27.5,176.0,237.2,53.0,66.1,,
78.0,33.89,221.7,73.2,121.0,,223.0,19.75,,697.2,,,,,,,,,,,,,,,191.628,34.9,32.3,273.0,237.6,95.0,66.5,,
79.0,34.25,224.0,73.61,122.0,,225.0,19.75,,706.1,,,,,,,,,,,,,,,195.10799999999998,19.5,32.3,448.0,240.2,87.0,66.8,,
80.0,34.46,225.8,73.75,121.0,,226.0,19.75,,714.9,,,,,,,,,,,,,,,200.268,12.5,27.1,308.0,241.1,38.0,66.4,,
81.0,34.65,227.5,73.86,120.0,,224.0,19.75,,723.7,,,,,,,,,,,,,,,204.618,12.1,20.7,382.0,242.8,46.0,66.2,,
82.0,34.82,227.6,73.18,120.0,,223.0,19.73,,732.5,,,,,,,,,,,,,,,204.948,12.3,14.8,382.0,244.5,47.0,65.9,,
83.0,34.91,228.4,72.57,120.0,,223.0,19.73,,741.4,,,,,,,,,,,,,,,208.75799999999998,24.2,14.8,382.0,246.1,92.0,66.2,,
84.0,34.84,235.0,73.8,120.0,,223.0,19.75,,750.2,,,,,,,,,,,,,,,211.428,23.1,16.0,391.0,247.8,90.0,66.5,,
85.0,34.77,236.0,74.04,120.0,,224.0,19.75,,759.0,,,,,,,,,,,,,,,214.81799999999998,17.9,17.7,239.0,247.7,43.0,66.2,,
86.0,34.69,237.0,74.28,120.0,,224.0,19.75,,767.8,,,,,,,,,,,,,,,216.408,31.9,21.7,256.0,247.8,82.0,66.4,,
87.0,34.62,238.0,74.52,121.0,,225.0,19.75,,776.7,,,,,,,,,,,,,,,219.378,22.1,23.1,315.0,248.6,69.0,66.5,,
88.0,34.51,238.5,74.51,122.0,,224.0,19.75,,785.5,,,,,,,,,,,,,,,221.388,27.8,24.3,160.0,247.6,45.0,66.2,,
89.0,34.11,235.2,72.45,121.0,,225.0,19.75,,794.3,,,,,,,,,,,,,,,223.098,33.3,27.3,234.0,247.4,78.0,66.3,,
90.0,33.6,231.6,71.05,120.0,,223.0,19.75,,803.2,,,,,,,,,,,,,,,226.668,18.7,27.3,373.0,248.8,70.0,66.4,,
91.0,33.0,227.8,70.17,119.0,,224.0,19.75,,812.0,,,,,,,,,,,,,,,229.668,20.3,23.4,203.0,248.3,41.0,66.1,,
92.0,32.6,230.9,70.71,120.0,,223.0,19.75,,820.8,,,,,,,,,,,,,,,232.518,19.2,22.4,242.0,248.2,47.0,65.9,,
93.0,32.22,233.8,71.22,121.0,,223.0,19.75,,829.6,,,,,,,,,,,,,,,236.298,17.2,19.4,430.0,250.2,74.0,66.0,,
94.0,32.07,235.9,71.4,120.0,,224.0,19.75,,838.5,,,,,,,,,,,,,,,237.948,28.3,19.4,150.0,249.1,43.0,65.7,,
95.0,31.91,237.9,71.59,120.0,,223.0,19.75,,847.3,,,,,,,,,,,,,,,239.238,45.5,22.6,196.0,248.6,89.0,66.0,,
96.0,31.76,240.0,71.77,121.0,,223.0,19.75,,856.1,,,,,,,,,,,,,,,241.188,33.3,27.0,224.0,248.3,75.0,66.1,,
97.0,31.6,242.3,71.99,122.0,,226.0,19.75,,864.9,,,,,,,,,,,,,,,244.668,18.5,26.7,330.0,249.2,61.0,66.0,,
98.0,31.36,246.4,72.54,121.0,,225.0,19.75,,873.8,,,,,,,,,,,,,,,246.55800000000002,29.4,30.3,132.0,248.0,39.0,65.8,,
99.0,31.12,250.5,73.09,120.0,,226.0,19.79,,882.6,,,,,,,,,,,,,,,248.238,31.9,31.6,130.0,246.8,42.0,65.5,,
100.0,30.8,254.8,73.72,120.0,,223.0,19.79,,891.5,,,,,,,,,,,,,,,249.768,39.5,31.6,200.0,246.3,79.0,65.7,,
101.0,30.43,259.2,74.41,120.0,,224.0,19.79,,900.3,,,,,,,,,,,,,,,252.58800000000002,22.4,27.9,239.0,246.3,53.0,65.5,,
102.0,30.07,261.7,75.04,121.0,,223.0,19.79,,909.2,,,,,,,,,,,,,,,254.958,25.4,28.9,210.0,245.9,53.0,65.4,,
103.0,29.76,263.6,75.32,120.0,,223.0,19.75,,918.0,,,,,,,,,,,,,,,257.208,26.3,27.9,220.0,245.7,58.0,65.3,,
104.0,29.5,264.6,75.02,121.0,,225.0,19.75,,926.8,,,,,,,,,,,,,,,259.78799999999995,23.4,25.1,240.0,245.6,56.0,65.2,,
105.0,29.25,265.5,74.72,120.0,,225.0,19.75,,935.6,,,,,,,,,,,,,,,262.068,26.3,25.1,205.0,245.2,54.0,65.1,,
106.0,28.99,266.5,74.42,120.0,,224.0,19.75,,944.4,,,,,,,,,,,,,,,263.808,33.3,26.0,205.0,244.8,68.0,65.2,,
107.0,28.43,261.4,71.64,119.0,,224.0,19.75,,953.3,,,,,,,,,,,,,,,265.968,28.8,27.2,214.0,244.6,62.0,65.1,,
108.0,27.8,255.8,68.81,118.0,,223.0,19.75,,962.1,,,,,,,,,,,,,,,269.32800000000003,19.5,26.2,329.0,245.3,64.0,65.1,,
109.0,27.38,256.2,69.14,118.0,,223.0,19.75,,970.9,,,,,,,,,,,,,,,271.608,24.6,26.6,192.0,244.8,47.0,65.0,,
110.0,26.96,256.6,69.48,118.0,,225.0,19.75,,979.8,,,,,,,,,,,,,,,273.198,31.9,28.5,206.0,244.5,66.0,65.0,,
111.0,26.49,256.8,69.89,118.0,,224.0,19.75,,988.6,,,,,,,,,,,,,,,275.238,30.0,27.8,197.0,244.1,59.0,64.9,,
112.0,25.99,256.9,70.36,118.0,,224.0,19.75,,997.4,,,,,,,,,,,,,,,277.908,23.1,25.9,213.0,243.8,49.0,64.8,,
113.0,25.6,257.6,71.0,118.0,,225.0,19.75,,1006.0,,,,,,,,,,,,,,,280.18800000000005,27.3,27.3,232.0,243.7,63.0,64.8,,
114.0,25.32,258.9,71.85,117.0,,225.0,19.75,,1015.0,,,,,,,,,,,,,,,282.738,24.6,27.3,243.0,243.7,60.0,64.7,,
115.0,25.05,260.3,72.69,117.0,,222.0,19.75,,1024.0,,,,,,,,,,,,,,,284.388,31.3,27.3,275.0,244.0,86.0,64.9,,
116.0,24.78,261.7,73.32,117.0,,223.0,19.75,,1033.0,,,,,,,,,,,,,,,287.358,22.1,25.0,384.0,245.2,85.0,65.1,,
117.0,24.52,263.1,73.63,117.0,,225.0,19.75,,1042.0,,,,,,,,,,,,,,,291.678,14.3,24.6,384.0,246.3,55.0,65.0,,
118.0,24.26,264.5,73.93,117.0,,225.0,19.75,,1050.0,,,,,,,,,,,,,,,293.958,24.6,23.7,225.0,246.2,55.0,64.9,,
119.0,24.14,263.5,73.09,118.0,,224.0,19.77,,1059.0,,,,,,,,,,,,,,,295.998,28.8,25.2,209.0,245.8,60.0,64.9,,
120.0,24.03,262.5,72.23,117.0,,222.0,19.77,,1068.0,,,,,,,,,,,,,,,298.518,24.2,23.6,286.0,246.2,69.0,64.9,,
121.0,23.91,261.5,71.37,116.0,,224.0,19.77,,1077.0,,,,,,,,,,,,,,,301.24800000000005,23.1,24.0,261.0,246.3,60.0,64.9,,
122.0,23.72,260.2,69.26,115.0,,225.0,19.75,,1086.0,,,,,,,,,,,,,,,303.648,23.8,24.2,237.0,246.2,56.0,64.8,,
123.0,23.55,259.1,67.58,114.0,,224.0,19.75,,1095.0,,,,,,,,,,,,,,,306.888,19.7,23.7,371.0,246.8,73.0,65.0,,
124.0,23.44,259.0,67.5,114.0,,223.0,19.75,,1103.0,,,,,,,,,,,,,,,310.33799999999997,16.7,22.2,260.0,247.7,43.0,65.2,,
125.0,23.32,258.8,67.42,114.0,,224.0,19.75,,1112.0,,,,,,,,,,,,,,,312.528,25.4,22.2,248.0,247.7,63.0,65.2,,
126.0,23.21,258.6,67.33,116.0,,224.0,19.75,,1121.0,,,,,,,,,,,,,,,315.678,20.5,21.4,346.0,249.0,71.0,65.5,,
127.0,23.13,260.1,67.75,116.0,,226.0,19.75,,1130.0,,,,,,,,,,,,,,,317.448,30.0,21.9,157.0,248.8,47.0,65.5,,
128.0,23.07,261.6,68.1,115.0,,224.0,19.75,,1139.0,,,,,,,,,,,,,,,318.798,41.7,25.3,167.0,249.0,70.0,65.8,,
129.0,23.07,263.3,68.25,116.0,,223.0,19.75,,1148.0,,,,,,,,,,,,,,,320.448,35.7,30.4,154.0,249.1,55.0,65.8,,
130.0,23.07,265.0,68.39,116.0,,223.0,19.75,,1156.0,,,,,,,,,,,,,,,322.218,36.6,34.1,211.0,249.9,77.0,66.2,,
131.0,23.06,266.8,68.54,116.0,,222.0,19.75,,1165.0,,,,,,,,,,,,,,,325.00800000000004,23.8,34.1,252.0,251.9,60.0,66.4,,
132.0,23.09,267.9,68.69,116.0,,223.0,19.75,,1174.0,,,,,,,,,,,,,,,327.01800000000003,26.8,33.0,234.0,251.8,63.0,66.4,,
133.0,23.14,268.6,68.84,116.0,,223.0,19.75,,1183.0,,,,,,,,,,,,,,,330.588,20.0,28.8,432.0,252.9,86.0,66.3,,
134.0,23.19,269.3,69.0,117.0,,224.0,19.75,,1192.0,,,,,,,,,,,,,,,334.158,14.4,23.5,224.0,255.3,32.0,66.6,,
135.0,23.25,270.0,69.15,117.0,,224.0,19.75,,1200.0,,,,,,,,,,,,,,,336.048,16.8,20.2,221.0,253.9,37.0,65.7,,
136.0,23.33,270.7,69.35,117.0,,225.0,19.75,,1209.0,,,,,,,,,,,,,,,338.118,28.3,21.2,275.0,252.7,78.0,65.4,,
137.0,23.51,271.3,69.68,117.0,,226.0,19.75,,1218.0,,,,,,,,,,,,,,,340.27799999999996,27.8,21.5,273.0,253.3,76.0,65.7,,
138.0,23.69,271.9,70.01,118.0,,224.0,19.75,,1227.0,,,,,,,,,,,,,,,343.428,20.5,21.7,273.0,254.4,56.0,66.0,,
139.0,23.87,272.6,70.34,119.0,,224.0,19.77,,1236.0,,,,,,,,,,,,,,,345.288,27.8,25.4,224.0,255.2,62.0,66.2,,
140.0,24.12,273.5,70.86,120.0,,224.0,19.77,,1245.0,,,,,,,,,,,,,,,347.448,29.4,28.0,160.0,256.9,47.0,66.4,,
141.0,24.42,274.8,71.52,120.0,,225.0,19.77,,1253.0,,,,,,,,,,,,,,,350.028,24.2,26.6,251.0,256.7,61.0,66.0,,
142.0,24.74,276.2,72.1,120.0,,224.0,19.77,,1262.0,,,,,,,,,,,,,,,353.38800000000003,18.3,24.2,382.0,256.4,70.0,65.0,,
143.0,25.24,279.4,72.06,120.0,,224.0,19.75,,1271.0,,,,,,,,,,,,,,,355.218,28.8,26.9,183.0,256.0,53.0,64.7,,
144.0,25.62,281.7,71.78,120.0,,223.0,19.75,,1280.0,,,,,,,,,,,,,,,356.658,37.5,27.5,183.0,255.4,69.0,64.8,,
145.0,25.84,283.0,71.24,120.0,,222.0,19.75,,1289.0,,,,,,,,,,,,,,,359.32800000000003,26.3,26.5,256.0,256.8,67.0,65.0,,
146.0,26.07,284.2,70.69,119.0,,223.0,19.75,,1298.0,,,,,,,,,,,,,,,361.548,25.0,26.7,258.0,256.6,65.0,64.4,,
147.0,26.33,284.5,70.31,119.0,,224.0,19.75,,1306.0,,,,,,,,,,,,,,,365.028,19.0,26.7,371.0,256.3,70.0,63.5,,
148.0,26.65,283.5,70.17,119.0,,225.0,19.75,,1315.0,,,,,,,,,,,,,,,368.358,18.1,23.4,342.0,258.4,62.0,63.5,,
149.0,26.97,282.2,69.92,118.0,,226.0,19.75,,1324.0,,,,,,,,,,,,,,,370.398,25.0,23.0,218.0,258.8,54.0,63.5,,
150.0,27.27,280.9,69.6,117.0,,224.0,19.75,,1333.0,,,,,,,,,,,,,,,374.298,16.0,20.7,367.0,260.3,59.0,63.7,,
151.0,27.45,283.5,69.6,116.0,,223.0,19.75,,1342.0,,,,,,,,,,,,,,,376.098,30.6,20.7,263.0,261.0,80.0,64.1,,
152.0,27.55,284.3,69.54,116.0,,225.0,19.75,,1351.0,,,,,,,,,,,,,,,378.978,22.7,21.9,336.0,262.8,76.0,64.4,,
153.0,27.57,283.4,69.44,115.0,,223.0,19.75,,1359.0,,,,,,,,,,,,,,,381.52799999999996,22.7,23.5,247.0,262.6,56.0,64.3,,
154.0,27.59,282.6,69.33,115.0,,222.0,19.75,,1368.0,,,,,,,,,,,,,,,383.89799999999997,25.0,23.5,244.0,261.7,61.0,63.8,,
155.0,27.71,281.8,69.4,115.0,,224.0,19.75,,1377.0,,,,,,,,,,,,,,,386.088,26.8,24.8,247.0,261.6,66.0,63.8,,
156.0,27.98,280.9,69.71,116.0,,225.0,19.75,,1386.0,,,,,,,,,,,,,,,387.408,35.7,24.8,236.0,261.1,84.0,63.9,,
157.0,28.24,278.2,69.61,116.0,,225.0,19.75,,1395.0,,,,,,,,,,,,,,,389.868,28.8,26.9,240.0,261.1,69.0,63.9,,
158.0,28.5,274.8,69.34,116.0,,223.0,19.75,,1404.0,,,,,,,,,,,,,,,393.858,17.9,26.9,415.0,262.4,74.0,64.1,,
159.0,28.6,273.9,69.27,116.0,,223.0,19.75,,1412.0,,,,,,,,,,,,,,,396.948,16.3,24.5,308.0,263.0,50.0,64.0,,
160.0,28.67,273.4,69.23,116.0,,223.0,19.75,,1421.0,,,,,,,,,,,,,,,399.888,20.8,22.5,372.0,263.7,78.0,64.1,,
161.0,28.75,273.0,69.19,116.0,,225.0,19.75,,1430.0,,,,,,,,,,,,,,,401.988,26.8,21.8,209.0,263.3,56.0,64.1,,
162.0,28.83,272.2,69.12,116.0,,225.0,19.75,,1439.0,,,,,,,,,,,,,,,404.418,25.4,21.4,241.0,263.4,61.0,64.1,,
163.0,28.94,270.6,68.93,116.0,,224.0,19.75,,1448.0,,,,,,,,,,,,,,,406.578,27.3,24.3,241.0,263.2,66.0,64.1,,
164.0,28.99,270.9,68.83,117.0,,223.0,19.75,,1456.0,,,,,,,,,,,,,,,408.828,25.9,26.0,268.0,262.3,69.0,64.1,,
165.0,28.99,273.2,68.83,117.0,,223.0,19.75,,1465.0,,,,,,,,,,,,,,,410.868,30.0,26.6,268.0,262.4,81.0,64.2,,
